Administrative and Support and Waste Management and Remediation Services
User, Repo, Topic
SmartWasteSegregatorAndRoutePlanner, Backend-APIs, waste-management
zaghadon, srs, waste-management
KESA24, Andela-Week-1-Challenges, waste-management
andyprasetya, town-waste-management, waste-management
ShreevathsaGP, MYPDesignProject, waste-management
sencereu, EU-Export-of-Waste, waste-management
Asna6, Team-UnitySwag-WastyTruck, waste-management
mr-mohan-v, Waste-Management-System, waste-management
adityajain10, manage-your-waste, waste-management
shellkore, rajasthan_hackathon-4.0, waste-management
hsteg420, fixathon-the-junkies, waste-management
SilasPenda, Zero-Shot-Image-Classification, waste-management
SujinPhilip, greenio-webpage, waste-management
Aravinda89, Waste-Management-using-Blockchain, waste-management
ashutoshpipriye, Garbage-bin-analysis-using-Data-Science, waste-management
formifan2002, ioBroker.trashmaster, waste-management
sampatghosh, garbage-management-line-follower, waste-management
Rohan-Makwana, Redivivus-New-Waste-Management-Site, waste-management
tmrios, city_recycling_programs, waste-management
benbogart, waste-classification, waste-management
ritwikdalmia, innervse-team-tech-wizard, waste-management
open-geodata, br_snis, waste-management
amangrobo, WasteManagement, waste-management
meladsamuel, waste-management-mobile, waste-management
GDSC-Bujumbura-International-University, Recyclr-Draft, waste-management
sano84, Husni-Sabah-blog, waste-management
cityssm, waste-disposal-data, waste-management
Global-Health-Engineering, durbanplasticwaste, waste-management
scop, pytekukko, waste-management
suman1406, waste_manage, waste-management
sel-f-e, sel-f-e.github.io, waste-management
hsteg420, The-Junkies_Microsoft_Fixathon, waste-management
SmartWasteSegregatorAndRoutePlanner, Frontend, waste-management
tenma7788, trAsh, waste-management
JEDolce, waste-management, waste-management
formifan2002, ioBroker.abfallkalender, waste-management
GenHax, phantomPain, waste-management
r3minare, bmcetem, waste-management
sleepingcat4, platsicproject, waste-management
BBC-Data-Unit, garden-waste-charges, waste-management
hapytex, afvalwoordenboek, waste-management
Yash-Dave, Redivivus-waste-management, waste-management
Dantusaikamal, Food-waste-management, waste-management
jtsimoes, smart-city-waste-management, waste-management
scop, home-assistant-jatekukko, waste-management
natkusanda, GarbageGo, waste-management
SalmaKassimi, green-lense, waste-management
ADHDManiac, TheGarbageApp, waste-management
Yash-Dave, Redivivus, waste-management
plazarotello, waste-detection-system, waste-management
SharpAI, DeepCamera, video-surveillance
kerberos-io, machinery, video-surveillance
kerberos-io, agent, video-surveillance
kerberos-io, web, video-surveillance
kerberos-io, kios, video-surveillance
lim-anggun, FgSegNet_v2, video-surveillance
yas-sim, object-tracking-line-crossing-area-intrusion, video-surveillance
kerberos-io, kerberos-docker, video-surveillance
tsenst, CrowdFlow, video-surveillance
cvsandbox, CVSandbox, video-surveillance
paolo-pr, laav, video-surveillance
onlyet, BetaVideoMonitorClient, video-surveillance
richbl, go-distributed-motion-s3, video-surveillance
kerberos-io, hub, video-surveillance
ApoorvGit, Video-Surveillance-and-tracking-system, video-surveillance
supreeth101, Abnormal-human-Activity-detection, video-surveillance
kerberos-io, factory, video-surveillance
irdanish11, AnomalyEventDetection, video-surveillance
OMEGAMAX10, Face-Mask-Detection-Using-YOLOv4, video-surveillance
1element, sc, video-surveillance
cs60050, TeamGabru, video-surveillance
ddiepo, surveillance, video-surveillance
YevgenyW, robust-PCA, video-surveillance
albu5, deepGroup, video-surveillance
OMEGAMAX10, Face-Mask-Detector-for-Jetson-Nano, video-surveillance
richbl, motion-surveillance, video-surveillance
Al-Sad, Social-Pose, video-surveillance
1element, video-person-detection, video-surveillance
rahup97, IoT-video-surveillance, video-surveillance
1element, ftp2mqtt, video-surveillance
Kalana304, KORSAL, video-surveillance
softasap, sa-smarthome-ivideon, video-surveillance
ylochman, robust-PCA, video-surveillance
odolgy, clouduvc, video-surveillance
webcamerapro, Home-Security-Camera, video-surveillance
jiushuokj, uav_doc, video-surveillance
1element, ip-camera-image-inference, video-surveillance
Bidur-Khanal, Raspberry-Pi-zero-camera-motion-detection-and-home-surveillance, video-surveillance
kerberos-io, helm-charts, video-surveillance
qbarthelemy, PyGOFPID, video-surveillance
kerberos-io, nvidia-gpu-kubernetes, video-surveillance
vstavrinov, flashstreamer, video-surveillance
RuizeHan, CIP, video-surveillance
QantumEntangled, zoneminder-dc, video-surveillance
krukmat, ESPtream, video-surveillance
sebtig, ioBroker.reolink-810a, video-surveillance
harshgupta1810, Intelligent_video_surveillance, video-surveillance
Kishanjaisoorya, SmartGuard, video-surveillance
norkator, open-intelligence, surveillance-systems
yas-sim, object-tracking-line-crossing-area-intrusion, surveillance-systems
transient-jonas, awesome-hacktivism, surveillance-systems
AlexanderMelde, SPHAR-Dataset, surveillance-systems
bkbilly, Hikvision-Site, surveillance-systems
spyroscvrs, Autonomous-Urban-Surveillance-System, surveillance-systems
aryankargwal, capbot2.0, surveillance-systems
mohitd, bigbrother, surveillance-systems
aishmittal, Real-time-Face-Recognition-based-Surveillance-System, surveillance-systems
ADIBzTER, open-pantau-server, surveillance-systems
kalfasyan, Home_Surveillance_with_Python, surveillance-systems
ankur198, MotionDetectionSurvilance, surveillance-systems
IHACRU, suppress-for-release, surveillance-systems
webcamerapro, webcam-software, surveillance-systems
VideoExpertsGroup, VXG.API.Samples.HTML, surveillance-systems
vahidzee, pi-surveillance, surveillance-systems
fidelisgalla, Home-Surveillance, surveillance-systems
Akash-Ramjyothi, Intrusion-Detection-System, surveillance-systems
adelfaye535, tbdss, surveillance-systems
networkwithoutborders, Smart-Home-Surveillance, surveillance-systems
gulraizchoudhary, Remote-surveillance, surveillance-systems
AlexanderMelde, S-SPHAR-Dataset, surveillance-systems
bduvenhage, stitch-engine, surveillance-systems
webcamerapro, Home-Security-Camera, surveillance-systems
khunguraharman, Security-Surveillance-with-Face-Recognition, surveillance-systems
chandra-ps612, pedestrian_tracker, surveillance-systems
Juff-Ma, Respicere, surveillance-systems
castleguarders, CamAi, surveillance-systems
DuarteDomingues, Computer-Vision-Coin-Counter-and-Autonomous-Video-Surveillance-System, surveillance-systems
kumarUjjawal, home_surveillance_raspberryPi, surveillance-systems
thevirtualbuddy, smart-surveillance-system, surveillance-systems
DQ4781, Monkeypox-Dashboard, surveillance-systems
irlcode, cctv, surveillance-systems
walidamriou, Guardgram, surveillance-systems
massgravel, Microsoft-Activation-Scripts, office
qax-os, excelize, office
dream-num, Luckysheet, office
PHPOffice, PhpSpreadsheet, office
Zettlr, Zettlr, office
kekingcn, kkFileView, office
YerongAI, Office-Tool, office
PHPOffice, PHPWord, office
pipipi-pikachu, PPTist, office
meetfranz, franz, office
ONLYOFFICE, DocumentServer, office
dotnet, Open-XML-SDK, office
dolanmiu, docx, office
OdysseusYuan, LKY_OfficeTools, office
TruthHun, DocHub, office
kkkgo, KMS_VL_ALL, office
open-xml-templating, docxtemplater, office
zhoubear, open-paperless, office
fluentribbon, Fluent.Ribbon, office
ONLYOFFICE, DesktopEditors, office
SystemRage, py-kms, office
dotnetcore, NPOI, office
patrikx3, onenote, office
xceedsoftware, DocX, office
sandroasp, Microsoft-Integration-and-Azure-Stencils-Pack-for-Visio, office
CollaboraOnline, online, office
PHPOffice, PHPPresentation, office
dream-num, univer, office
netnr, kms, office
qzq1111, flask-restful-example, office
blacklanternsecurity, TREVORspray, office
klezVirus, CVE-2021-40444, office
officelifehq, officelife, office
CoreOffice, CoreXLSX, office
OfficeDev, generator-office, office
jm33-m0, kms-activate, office
CoderWanFeng, python-office, office
nedlir, OfficerBreaker, office
thomasbrueggemann, paperless-desktop, office
YiJiuSmile, kkFileViewOfficeEdit, office
mini-software, MiniWord, office
ikxin, kms-tools, office
fernandreu, office-ribbonx-editor, office
transpect, docx2tex, office
bontchev, pcodedmp, office
thamara, time-to-leave, office
pnp, generator-teams, office
6mb, Microsoft-365-Admin, office
hanlyjiang, AndroidDocumentViewer, office
FHWWC, KeyCheck, office
Kuingsmile, word-GPT-Plus, office
lkostrowski, job-interview-questions-to-ask-companies, office
amiremohamadi, DuckX, office
HeddaZ, shadowin, office
0vercl0k, CVE-2022-21971, office
evoluteur, colorpicker, office
PydPiper, pylightxl, office
ethendev, wopihost, office
filippofinke, WordGPT, office
nagix, chartjs-plugin-colorschemes, office
sbarex, MediaInfo, office
marx-yu, WopiHost, office
cldrn, macphish, office
miroslavpejic85, mirotalkwebrtc, office
PHPOffice, PhpProject, office
WeihanLi, WeihanLi.Npoi, office
agam778, MS-365-Electron, office
DiemenDesign, summernote-cleaner, office
PHPOffice, PHPVisio, office
petrsvihlik, WopiHost, office
EvotecIT, OfficeIMO, office
PowerPointLabs, PowerPointLabs, office
aghorler, Windows-10-Hardening, office
hs-web, hsweb-expands, office
shadz3rg, php-stamp, office
elizabethsiegle, Bay_Area_tech_meetups, office
farag2, Office, office
mgeeky, RobustPentestMacro, office
evgo2017, Office2PDF, office
DocxFactory, DocxFactory, office
docbleach, DocBleach, office
kebe7jun, linux-kms-server, office
ardata-fr, mschart, office
wangguanquan, eec, office
TNG, virtual-office, office
hijoput4, TheBubble, office
niumoo, lab-notes, office
LanyuanXiaoyao-Studio, utools-recent-projects, office
AbiWord, abiword, office
izhangzhihao, OfficeProducer, office
xuri, excelize-wasm, office
PY-GZKY, python-automation-docs, office
cunnane, xloil, office
sonnenkern, quip-export, office
Phantas0s, questions-job-interview, office
saveenr, VisioAutomation, office
dveselov, go-libreofficekit, office
WinTenDev, WinCustom, office
petemc89, craXcel, office
Evgeneus, Graph-Domain-Adaptaion, office
talkpython, excel-to-python-course, office
ttttmr, Office2019VL, office
mscrivo, OotD, office
cutelittletiantian, python-for-office, office
EvolutionJobs, b2xtranslator, office
Sicos1977, OfficeExtractor, office
shobhitsharma, pptx-compose, office
Stefangansevles, RemindMe, office
nladuo, online_office_viewer, office
elework, Spreadsheet, office
outersky, simple_excel_writer, office
mayswind, SimpleOfficeReader, office
ZuInnoTe, hadoopoffice, office
EvotecIT, PSWriteOffice, office
cunyu1943, websites, office
OfficeDev, Excel-IO, office
iwxyi, FloatingUniverse, office
Mileworks, Golang-Files-Preview, office
EugenMayer, officeconverter, office
toaco, tablereport, office
0vercl0k, CVE-2022-21974, office
goosepirate, lox365, office
phase1geo, Outliner, office
aserper, DDEtect, office
bovender, VstoAddinInstaller, office
AntoniotheFuture, ExcelFormulaBeautifier, office
MicrosoftDocs, office-developer-client-docs, office
TomasHubelbauer, modern-office-git-diff, office
pig-mesh, ureport-spring-boot-starter, office
zurmokeeper, excelize, office
melvinchng, business-jekyll-theme, office
eightyknots, phpspreadsheet-bundle, office
PDFTron, pdftron-android-samples, office
houbb, iexcel, office
GCuser99, SeleniumVBA, office
futurice, vor, office
hussamzain, macOSAppsOpenSource, office
nccgroup, MetadataPlus, office
cloydlau, minimce, office
DevExpress, aspnet-office-solutions, office
asheroto, Deploy-Office, office
MicrosoftDocs, office-365-management-api, office
codexa, firetext, office
lazy-luo, lazyExcel, office
MatrixFun, AutoXL, office
Eduap-com, WordMat, office
microsoft, connected-workbooks, office
WhatTheBlock, Office-Lite, office
mkdreams, MDword, office
sazanrjb, OfficeManagementSystem, office
Max-Schmeling, excel-essential-tools, office
BsNgChiThanh, Office-365-A1-A1-Plus, office
totravel, minidocx, office
bitjerry, Microsoft-365-bot, office
HugoHasenbein, redmine_preview_office, office
JasonKhew96, Docs2Pdf, office
makbn, JThumbnail, office
ahkon, MS-Office-COM-Basics, office
raftario, unprotect-office, office
ColonelBuendia, rgpipe, office
bizhuka, xtt, office
COS301-SE-2022, Smart-Hybrid-Workforce-manager, office
ManuelGil, Uninstall-Office-2016, office
scbizu, report, office
konstantin-morenko, report-732-2017, office
LINALIN1979, DocxToPdf, office
vaamonde, pt_br-wpsoffice, office
leoherzog, inout2, office
transpect, docx2hub, office
pipipi-pikachu, pptx2json, office
ChristosMylonas, onenote2md, office
msofficesvn, msofficesvn, office
dd86k, FuckingClippy, office
jprknight, Office365FiddlerExtension, office
japplis, Joeffice, office
tghanem, PST, office
pengwk, office_automation_dev, office
petemc89, craXcel-desktop, office
VladimirMikulic, visum, office
guokai8, eoffice, office
CristalTeam, pptx, office
homjxi0e, PoC-ActiveX, office
HackerajOfficial, Activator, office
GlenConway, DocXPlus, office
kwlo, python-pptx-templater, office
jooy2, google-apps-script-sheetio, office
OfficeDev, m365-extensibility-image-editor, office
Serialcomms, Serial-Ports-in-VBA-new-for-2022, office
crispyzingy, PDFExcelWordParser, office
miladsoft, npoi, office
scholer, pptx-downsizer, office
Kruemelino, FritzBoxTelefon-dingsbums, office
gyselroth, balloon, office
chirag-ji, DocuConverter, office
microacup, office2pdf, office
p32929, OfficeAbout, office
mattprocoder, Microsoft-Office-365---Mass-Creator--A1-Subs-, office
Comp-Labs, Google-Docs, office
byvlstr, ContextDots, office
pyro-team, bkt-toolbox, office
matafokka, PowerPointDarkThemeFix, office
zhaoqingqing, OfficeAddin, office
damienbod, AspNetCoreBlazorMicrosoftGraph, office
Vichingo455, Microsoft-KMS-Activation-Scripts, office
microsoft, UnifiedLabelingSupportTool, office
sishuguojixuefu, react-native-office-viewer, office
0fca, amelia, office
elmoiv, unoffice, office
malice-plugins, office, office
EvotecIT, Documentimo, office
piyushvarshney, Microsoft-Office-2016-Activator-Script, office
ExtraBB, Office-Addin-React-Vite-Template, office
inokawa, remark-docx, office
Fuider, O365-Client, office
naskio, docx-viewer, office
swestmoreland, office-document-properties, office
Unknown6656, MSOffice2016Unlocker, office
uniqueck, asciidoctorj-office-extension, office
MOONCOM, the-file-preview, office
warmthsea, onlyoffice-vue-starter, office
patbuergin-zz, office-addin-base, office
planio-gmbh, plaintext, office
cydalytics, Python_PowerPoint_Automation, office
lcnittl, DMFO, office
madve2, uppp-pixabay-for-office, office
gyselroth, docxBox, office
theyangfan, Berry.Docx, office
breadlesscode, office-converter, office
doxa-labs, ExcelLabs, office
nagi1, laravel-wopi, office
mriebe, mz-office-document-api, office
CHINMAYVIVEK, My-Office, office
DelTA-Lab-IITK, CD3A, office
SaberAkiyama, SAShapIconPlus, office
WillemSleegers, tidystats-Word-add-in, office
gladir, MonsterBook, office
lagenorhynque, tika, office
sobiens, Sobiens-Connectors, office
thomasleplus, google-apps-scripts, office
jeliascosta, LIBRASOffice, office
anhoder, office2pdf, office
NightFurySL2001, sfwin-office, office
futurice, futuLog, office
nmewada01, Work-Todo, office
ChenXu178, workAssistant, office
modern-hobbyist, modern-hexleaf, office
robinchia, file-online, office
schiroky, RMS_Support_Tool, office
InstantQuick, AzureFunctionsForOffice, office
MobilizeNet, VBMigration, office
cydalytics, Python_Outlook_Email_Deliver, office
AntoniotheFuture, ProRename-VBA, office
swinkelhofer, paperless-office, office
simeononsecurity, KMS-Auto-PS, office
rizonesoft, Office, office
desjarlais, Office-File-Explorer-v2, office
gerardszczepanski, runit, office
Bobrovskih, mango-vpbx, office
nbelyh, IdMsoAutocomplete, office
R-TES, RTES-Prototype-, office
PDFTron, pdf-viewer-android, office
padsalatushal, Windows-Office-Activator, office
Yemesoft, DocumentView, office
gasuncom, AppImage, office
transpect, docx2hub-frontend, office
ksyx, slides2PdfWithBreaks, office
martinalebachew, Lighthouse, office
profHajal, Microsoft-Office-Documents-Metadata-with-Python, office
aurelienpierreeng, VirtualSecretary, office
shadesofdeath, Shades-Downloader, office
anikristo, DeCAF, office
AzuLiu, AutomateBoringStuff, office
autolordz, docx-content-modify, office
haydenflinner, spreadsheet-mapping-tool, office
gamosoft, Outlook2013CalendarAddIn, office
openSUSE-zh, wps-office-installer, office
trevorHsu, docxload, office
mrkaban, SRGrass-Podbor-Cadrov, office
BsNgChiThanh, Tao-office-365-E5-kich-hoat-Office-365-for-desktop, office
rabanti-github, Media-Extractor, office
maksym-fedorov, dotnet-oads, office
luohao8023, ppt2video, office
freeonlineoffice, online, office
SubPointSolutions, MetaPack, office
Igorcbraz, Docx2PdfMaker, office
hyspell, HySpell_3.0.1, office
toby20130333, checkofficetool, office
AntoniotheFuture, VBACode, office
gyselroth, docx-tidy, office
QtExcel, ecma-376-5th, office
Callanna, RxLoad, office
acm-uiuc, concert, office
dirvo, b2xtranslator, office
wengh, BasicMathAddIn, office
upframe, office, office
damian66, node-unoconv, office
ickc, doc2docx, office
AlexandruIstrate, Chronicy, office
kedpter, hash-extr, office
dotkom, Nibble2, office
pimuzzo, office-music, office
matze19999, SyncOutlookAndGoogleCalendar, office
yumdocs, yumdocs, office
WuLex, OfficeDocumentViewerDemo, office
AKotov-dev, StickyNotes, office
cacing69, uxcel-php, office
MaherKSantina, awesome-culture, office
Retr0-code, SignHere, office
Chubek, md2docx, office
07101994, My-PPT-Presentation, office
eclectic-matt, Visual-Basic-for-Applications, office
seald, waxing, office
avestura, ExcelMoodleAddin, office
ezeep, ezeep-msoffice-addin, office
desjarlais, Office-File-Explorer, office
op7ic, RT-OfficeBeaconBox, office
chenmobuys, dingtalk, office
ErikWegner, wamytm, office
StefanHol, SchoolReport_Excel2Word2PDF, office
sr-henry, sap-lib, office
deepanshu88, MSWord_ChatGPT, office
SelectCode, HomeMe, office
hrsajjad844, Face_Detection_Attendance_system, office
asparagustuss, VBA_Foundation_Functions, office
my-youth, ToolBox, office
hetao29, libreoffice, office
eric-therond, sharesniff, office
kylingo, OfficeAlarm, office
boromyr, ADC-control-via-Arduino-Excel-library-for-ADS1256-and-Kalman-filter, office
L-U-C-K-Y, Reduce-PowerPoint-File-Size, office
elcaza, office_autoinstall_explained, office
akkuman, headless-wps, office
liang9015175, weaverbirds, office
wesleygrimes, angular-office-online-editor, office
6i-software, deploy-microsoft-office-extensions, office
henrihapponen, docxedit, office
gocaio, metagoffice, office
MgenGlder, officefront, office
BsNgChiThanh, Kich-hoat-Office, office
nkapliev, next-bus, office
cydalytics, Python_PDF_Processing, office
renekorss, excel-formatter-php, office
Apcan, OfficeToPdf.py, office
flitsmeister, kingpong, office
Luc-Ami, redac, office
BourneSuper, air-work, office
perevoznyk, excel-export, office
ogenes, exceler, office
amedama41, mathml2omml, office
archfz, word-template, office
milzar, twss-discord-bot, office
gyx8899, OAOfficePDF, office
sriThariduSangeeth, Krish_SE_Training, office
a7ul, AframeVR-Example, office
Offensive-Panda, PE-MalDoc, office
yisonPylkita, docx-debug, office
zhaofeng092, python4office, office
ariasemis, fluentxl, office
milzar, twss-discord-bot-page, office
LighteningZero, LighteningSlide, office
AOEpeople, desk-compass, office
while-true-do, ansible-role-docker-collabora, office
viezel, lambda-office-to-pdf-processor, office
Gagniuc, Spectral-Forecast-in-EXCEL, office
gofika, xlsx, office
fbernhart, officeextractor, office
elonzh, office-addin-sideloader, office
techghoshal, cracker, office
dt-woods, word, office
ahmadfaizalbh, MS-Office-365-Mailer, office
Abdur-rahmaanJ, InternalO, office
arnaudom, ek, office
TrialAndErrorOrg, docx-to-vfile, office
pyro-team, bkt-legacy, office
office-sec, OfficeAI, office
toshitanian, xcat, office
CollaboraOnline, COLEAT, office
vkulkarn, MalwareForwarderPublic, office
Casper-Mars, dbTool, office
TrialAndErrorOrg, ooxast-util-to-mdast, office
Saulo-Ferro-Maciel, Anama-Ita, office
TravisChenn, WPS-ONLINE-VIEWER-SERVICE, office
Ernest1338, 95keyAlg, office
aregrid, docs, office
banglakit, bondhon-docx, office
arminkz, OfficeAutomation, office
deonvz, ConvertOfficeDocs, office
Alan-Kuan, AOAI-for-Word, office
nigjo, OfficeFilesTypes, office
thomasgassmann, office-366, office
elemental-lf, docker-unoconv, office
nilostolte, MicroVBA-PowerPoint, office
littlebutt, abstract_generator, office
jacobmischka, convert-office-images, office
Csega, csega.github.io, office
dolanmiu, Office-Open-XML-Reference, office
sorleone, doxtract, office
angela-1, document-converter, office
reza55n, pstable, office
KaleyWhite, med-phys-spreadsheets, office
FedericoStra, pdfslim, office
danmgs, ExcelAddin.QuickStart, office
Rsge, Office-VBA-Utilities, office
daenetCorporation, CabFilePacker, office
phts, time-tracker, office
qwefgh90, jsearch, office
BadFactor, ReOffice, office
Pericena, Off, office
SyncfusionExamples, customize-themes-using-palette, office
LiJiabo, BetterOfficeAutoRecovery, office
src-mgra, VS-Office, office
pazabalm, azure, office
ShortDevelopment, VBA-Export, office
nissl-lab, POIFSExplorer, office
onlyeat3, jialiao, office
zhaofeng092, PandasAutoOffice, office
mustafabacchus, windows_resources, office
seanpm2001, uOffice_SpellCheck, office
Winand, pp_addin, office
Yan0p, Microsoft-Windows-10-11-Custom-Windows-Activator, office
lvboda, xlsx2doc, office
evenxyg, ntko, office
andrewallenbruce, costoffice, office
mhulse, undated-calendar, office
z0ph, Office2016-RelativePath, office
andresGitDev, InstallVb6InW64Bit, office
Nelson-Gon, officetools, office
N1x0, Winconfig, office
y0ung3r, OfficeProcessing, office
Nase00, gtfo, office
TrialAndErrorOrg, ooxast-util-to-jast, office
Lithicsoft-Inc, Los, office
DevExpress-Examples, reporting-web-viewer-powerpoint-export, office
creeper82, access-online-shop-database, office
while-true-do, ansible-role-collabora-code, office
baosj0, CrackOfficeVBAPass, office
rubo77, timeeffect, office
jsreport, jsreport-office-password, office
Felixjosemon, Awesome-Home-Offices, office
cyhboy, ms_office_word_simple_version_control, office
q1-energie, applescripts, office
msojocs, Office-E5, office
juanluiscarrillo, Macros-Microsoft-Office, office
tgmgroup, PDFandSave-for-Office, office
uozdy, docxParse, office
hash-bang, Excel-SelfDestruct, office
Carlmundo, Office2011-Uninstall, office
izzziz, Todo-iz, office
brrd, msoconvert, office
ejmahadiair, It-farm-design-by-EJ-mahadi, office
TrialAndErrorOrg, ooxast-util-to-unified-latex, office
Shigetorum635, Office-Stuff, office
wuxianucw, office-devtools, office
g10z3r, go-excel, office
SyncfusionExamples, wpf-themes-demo-using-skinmanager, office
TeamWorkProjects, Taxes, office
ThomasBaumer, pdf-tools, office
samplec0de, PrinterCore, office
nbelyh, FindVisioCommandAddin, office
ma1ex, CSViewer, office
tauri-webapps, com.google.keep, office
tedQB, auto-word, office
macagua, example_msaccess_python, office
nifty10m, jdbc-excel, office
cpl, coalition, office
qti3e, editor, office
napalm255, oal, office
andrew2630, Multimedia-Board-and-Controller, office
dirkrossger, Infratools, office
lukasbach, toolbelt, office
Mariosmsk, EPANET-Office-Scripts-Excel, office
Captainpast, Scriptoffice.js, office
BsNgChiThanh, Tools-Active, office
breadlesscode, neos-office-thumbnails, office
hernandp, OutlookDataGenerator, office
United-Codes, cloudofficeprint-java, office
Elagoht, Docx2Html, office
CrackingBits, add-outlook-event, office
thoroc, php_ole, office
rezgui, Excel_Password, office
larissabenedet, dundler-mifflin, office
miroslav-reiter, Microsoft_Outlook_VBA, office
entur, officeplanner, office
HolubievIllya, Microsoft-Office-Activator, office
morefuncheats, Fury-KMS, office
AayushChaube, Superstore---Time_Series_Analysis, office
austinscreations, Tower-Controller, office
Paras-Singh7, Whatsapp_bulk_message_VBA, office
ggymm, tracer, office
Serialcomms, Serial-Ports-in-VBA-Simple-2022, office
space4, space4, office
MikeShepard, OpenXMLBot3000, office
computerdan, O365_GraphAPI_UGroupCreationAutomated, office
p32929, MaterialOfficeAbout, office
xmonetizer, DevEngineXL, office
GayanKavinda, Hotel-Management-System-for-Rivers-Edge-Hotel, office
Zeyu-Xie, Myosotis-Profile, office
firstpartners-net, red-piranha, office
07101994, XamOffice, office
t1m9m, fileplus, office
xlstack, xlstack-office-custom-ui-intellisense, office
Chihpin, Office-Desktop, office
0x1Avram, vba_imphash, office
Bilal-Belli, WordToPDFwebApp, office
Billy-Dickson, Home-Network, office
nyhtml, MOPPI, office
AUP-CS1005, Syllabus, office
FaddliLWibowo, WPS-Office-Spell-Check-Bahasa-Indonesia---, office
tradecoder, mongo-office, office
grotendr, FSLogix, office
mfmayer, darchivist, office
0xn0ne, officeCompression, office
thebigsleepjoe, EnableAllMacrosOffice365, office
United-Codes, cloudofficeprint-javascript, office
ktor, nixos, office
kaanlab, OutlookReportsAddIn, office
Coltonton, WindowsProgram-TimeHack, office
Bukszpan91, Keep-Me-Alive, office
CharllysFernandes, links-officiais-offices, office
KAnggara75, Project_Mini_KAnggara75, office
missuo, MSOffice-Language-Modify, office
nuxeo-sandbox, nuxeo-onlyoffice, office
MS-LUF, Office2010KMSW16, office
stenioaraujo, gdocs-converter, office
THWillert, Planmaker_UDF, office
Ivorzk, funtask, office
ReneNyffenegger, Personal-Office-Templates, office
linkspreed, Linkspreed_Office, office
osfunapps, os-excel-handler-npm, office
Yohanna, PowerExport, office
TheDreamPort, hq-documents, office
Van-Ziegelstein, wordsmith, office
THWillert, __PlanMaker_SafePDF, office
pa-selayar-project, absen-rapat, office
auneri, OfficePie, office
TrialAndErrorOrg, ooxast-util-remove-rsid, office
pczajkowski, docx, office
while-true-do, ansible-role-repo-collabora-code, office
teilorbarcelos, valoriza, office
dzylikecode, notebook-easy, office
pplu, office-365-installation, office
Jeff-Tian, doc-giggle, office
while-true-do, ansible-role-repo-collabora-code, office
teilorbarcelos, valoriza, office
dzylikecode, notebook-easy, office
iampopg, office365_validator, office
SyncfusionExamples, customize-themes-using-WPF-theme-studio-application, office
matthieujabbour, stumpfi, office
intellectual-property-office, Assets, office
maxbundscherer, prototype-scala-365-outlook-client, office
PlanetWilson, Office365icons, office
